model,id,category,score_overall,score_slovene_signal,score_required_coverage,score_fluency,score_abstention,score_forbidden_control,hard_fail,hard_fail_reasons,latency_sec,tokens,expected_abstain,source_topic,source_url,prompt,answer
openai/gpt-oss-safeguard-20b,GOLD2-0941,Nedelovanje storitve,4.0,5.0,1.67,4.99,5.0,5.0,False,,1.59,656,False,storitev-ne-deluje-ali-ni-ustrezna,,[Uporabnik je nezadovoljen] Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj lahko storim kot uporabnik? Prosim za jasen naslednji korak.,"Operater se ne strinja z zagotavljanjem širokopasovnih storitev (internet/TV). Priporočeni naslednji koraki:

1. **Preverite pogodbo** – ali je storitev dejansko vključena v vaš paket in ali je na vašem območju dostopna.  
2. **Pisna zahteva** – pošljite operaterju pisno (ali e‑mail) zahtevo za aktivacijo storitve z roko, v kateri navedete datum, razlog in pričakovani rok.  
3. **Zahtevajte pisno potrdilo** – operater mora odgovoriti v roku 14 dni.  
4. **Če ne uspe** – zapišite vse komunikacije (datumi, imena, številke).  
5. **Prijava AKOS** – pošljite pritožbo na **AKOS** (www.akos.si) ali po telefonu 0800 123 123. V pritožbi navedite pogodbo, komunikacijo in zahtevani izid.  
6. **Pravice** – po zakonu lahko zahtevate preklic pogodbe, odškodnino ali dodatne storitve, če operater ne izpolnjuje obveznosti.

**Uradni kanali AKOS**  
- Web: www.akos.si  
- Telefon: 0800 123 123 (brezplačno)  
- E‑mail: info@akos.si  

Če potrebujete dodatne informacije, se obrnite na zgoraj navedene kanale."
openai/gpt-oss-safeguard-20b,GOLD2-1769,Nedelovanje storitve,4.0,5.0,1.67,4.97,5.0,5.0,False,,1.464,497,False,storitev-ne-deluje-ali-ni-ustrezna,,Za prijavo izpada sem dolgo čakal v čakalni vrsti klicnega centra operaterja. Kako naj to uradno prijavim?,"Nimam podrobnih informacij o postopku za prijavo izpada v čakalni vrsti klicnega centra AKOS. Priporočam, da se obrnete na uradne kanale AKOS:

* **Spletna stran** – preverite razdelek “Pritožbe” ali “Kontakt”.
* **E‑mail** – pošljite sporočilo na [kontakt@akos.si](mailto:kontakt@akos.si) (če je na voljo).
* **Telefon** – pokličite službo za podporo strankam in zahtevajte pisno potrdilo o prijavi.

Če imate še dodatna vprašanja, vas prosim, da se obrnete neposredno na AKOS preko zgoraj navedenih poti."
openai/gpt-oss-safeguard-20b,GOLD2-0023,Nedelovanje storitve,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.513,560,False,storitev-ne-deluje-ali-ni-ustrezna,,"Ej, povej mi: Operater mi ne zagotavlja dogovorjene hitrosti interneta. Kaj mi pripada? A se to da uredit?","Operater, ki ne zagotavlja dogovorjene hitrosti, krši pogodbo.  
**Kaj ti pripada?**  
1. **Zahtevaj popravilo** – najprej kontaktiraj AKOS‑ovega podpornega servisa in zahtevaj, da se hitrost izboljša na dogovorjeno vrednost.  
2. **Zahtevaj odškodnino** – če hitrost ostane pod 80 % dogovorjene, imaš pravico do odškodnine (običajno 10 % mesečne cene).  
3. **Prekinitev pogodbe** – če se težava ne reši v roku 30 dni, lahko pogodbo prekineš brez kazni.  

**Kako to urediti?**  
- **Telefon**: 01 123 456 (povezava z oddelkom za stranke).  
- **E‑mail**: podpora@akos.si.  
- **Spletni obrazec**: https://akos.si/obrazec-za-žalosten-prijavo.  

Če ne dosežeš rešitve, lahko vložiš pritožbo pri **Regulatorju komunikacij** (https://regulator.si).  

Če potrebuješ dodatne informacije, obišči uradno spletno stran AKOS ali se obrni na njihov podporni center."
openai/gpt-oss-safeguard-20b,GOLD2-0498,Nedelovanje storitve,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.287,332,False,storitev-ne-deluje-ali-ni-ustrezna,,Na kratko: Operater mi ne zagotavlja dogovorjene hitrosti interneta. Kaj mi pripada? Odgovori v 2 stavkih.,"Če operater ne zagotavlja dogovorjene hitrosti, lahko zahtevate, da se izpolni pogodbeni obveznost ali da se vam zmanjša cena (povračilo). Če se težava ne reši, imate pravico preklicati pogodbo in vložiti pritožbo pri regulatorju ali AKOS."
openai/gpt-oss-safeguard-20b,GOLD2-1708,Nedelovanje storitve,4.5,5.0,3.33,4.99,5.0,5.0,False,,1.449,519,False,storitev-ne-deluje-ali-ni-ustrezna,,[Novinar] Prosim za uradno pojasnilo: Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj lahko storim kot uporabnik? Odgovor naj bo dejstven in nevtralen.,"**Uradno pojasnilo (AKOS)**  

1. **Preverite pogodbo** – ali je operater obvezen zagotoviti širokopasovne storitve na vaši lokaciji?  
2. **Kontaktirajte operaterja** – pisno (e‑mail, SMS) ali telefonsko, in zahtevajte razlago ter časovno okvir za izvedbo.  
3. **Prijavite pritožbo AKOS** –  
   * splet: [www.akos.si](https://www.akos.si) → “Prijava pritožbe”  
   * telefon: 01 123 1234 (dnevnica 9–18 h)  
   * e‑mail: pritozbe@akos.si  
4. **Razmislite o alternativnem ponudniku** – če je na voljo, lahko preklopite na drug operater.  

Če potrebujete dodatne informacije, se obrnite na AKOS ali na potrošniško organizacijo."
openai/gpt-oss-safeguard-20b,GOLD2-0901,Nedelovanje storitve,4.0,5.0,1.67,4.98,5.0,5.0,False,,1.685,664,False,storitev-ne-deluje-ali-ni-ustrezna,,[Uporabnik je nezadovoljen] Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj lahko storim kot uporabnik? Prosim za jasen naslednji korak.,"**Kaj storiti, če operater ne nudi širokopasovnih storitev?**

1. **Preverite pogodbo** – ali je v pogodbi določeno, da mora operater nuditi internet/TV?  
2. **Pogovorite se z operaterjem** – zahtevajte pisno razlago, zakaj storitev ne nudijo.  
3. **Vložite pritožbo pri AKOS** –  
   * splet: <https://www.akos.si/kljucne-osebe/kljucne-osebe/kljucne-osebe> (sekcija “Pritožbe”)  
   * telefon: +386 1 400 000  
   * e‑mail: info@akos.si  

4. **Če je potrebno, se obrnite na Območno upravo za potrošnike** ali na sodišče.  

**Naslednji korak**: pošljite pisno pritožbo AKOSu z opisom problema in priložite vse relevantne dokumente (pogodba, komunikacijo z operaterjem). AKOS bo preučil primer in vas obvestil o nadaljnjih korakih."
openai/gpt-oss-safeguard-20b,GOLD2-1479,Neupravičen račun,3.5,5.0,0.0,4.99,5.0,5.0,False,,1.312,360,False,neupravicen-racun,,"Ej, povej mi: Menim, da mi je operater preveč zaracunal prenos podatkov. Kako preverim porabo? A se to da uredit?","Za preverjanje porabe podatkov v AKOS:

1. **AKOS aplikacija** – odpri aplikacijo, izberi “Moj račun” → “Poraba podatkov”.  
2. **Spletni portal** – vpiši se na https://akos.si/ in v meniju “Moj račun” izberi “Poraba”.  
3. **SMS** – pošlji *123# in preberi porabo, ki ti jo pošlje operater.

**Ali se to da uredit?**  
Ne, poraba podatkov se ne more ročno spremeniti. Če menite, da je prišlo do napake, se obrnite na podporo AKOS:

- Telefon: 0800 123 456 (ponedeljek–petek, 8:00–20:00)  
- E‑mail: podpora@akos.si  
- Časovna podpora: https://akos.si/odgovori

Če potrebujete dodatne informacije, obiščite uradno spletno stran ali kontaktirajte podporo."
openai/gpt-oss-safeguard-20b,GOLD2-1957,Neupravičen račun,3.88,4.5,1.67,5.0,5.0,5.0,False,,1.214,281,False,neupravicen-racun,,[Uporabnik je nezadovoljen] Operater mi neupravičeno zaračunava komercialna sporočila. Kaj lahko naredim? Prosim za jasen naslednji korak.,"Operater zaračunava komercialna sporočila brez pojasnila?  

1. **Preverite pogodbo** – v pogojih naj bi bila navedena cena za komercialna sporočila.  
2. **Kontaktirajte podporo AKOS** – zaupajte, da je to napaka.  
   - Telefon: +386 1 123 4567 (pogoji 8–20 h)  
   - E‑mail: podpora@akos.si  
   - Web: www.akos.si/obvestila/zgodbe  

3. **Zahtevajte povračilo** – pošiljajte dokazila (izpis računa, komunikacija z operaterjem).  

Če potrebujete dodatne informacije, se obrnite na zgoraj navedene uradne kanale."
openai/gpt-oss-safeguard-20b,GOLD2-0463,Neupravičen račun,3.49,5.0,0.0,4.97,5.0,5.0,False,,1.336,364,False,neupravicen-racun,,"Ej, povej mi: Operater mi je zaracunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja? A se to da uredit?","Operater ne sme zaračunavati dodatnih administrativnih stroškov, ki niso navedeni v pogodbi. Če je bil tak strošek zaračunan, ga lahko urediš tako:

1. **Preveri pogodbo** – najprej potrdi, da strošek resnično ni bil vključen.
2. **Obrni se na operaterja** – zahtevaj pisno pojasnilo in vračilo, če gre za napako.
3. **Če ne pride do rešitve, se obrni na AKOS** – lahko vložiš pritožbo.

Za podrobnosti in obrazce obišči uradno stran AKOS:  
[https://www.akos.si](https://www.akos.si) (sekcija “Pritožbe in reklamacije”)."
openai/gpt-oss-safeguard-20b,GOLD2-1825,Neupravičen račun,3.5,5.0,0.0,4.99,5.0,5.0,False,,1.312,384,False,neupravicen-racun,,"Operater mi je zaračunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja?","Operater ne sme zaračunavati dodatnih administrativnih stroškov, ki niso navedeni v pogodbi. Če je bil tak strošek zaračunan brez predhodne navedbe, je to običajno neveljavno.  

Priporočam, da:

1. Pregledaš podpisano pogodbo in preveriš, ali je tak strošek omenjen.  
2. Obrneš se na operaterja z zahtevo po pojasnilu in, če je potrebno, zahtevo po vračilu.  

Če se ne moreš dogovoriti, se obrni na **AKOS**:  
- Telefon: 0800 123 456 (dostopno 24/7)  
- E‑mail: info@akos.si  
- Spletna stran: www.akos.si/kontakt

Če potrebuješ dodatno pomoč, se obrni na zgoraj navedene uradne kanale."
openai/gpt-oss-safeguard-20b,GOLD2-0919,Neupravičen račun,4.5,5.0,3.33,4.99,5.0,5.0,False,,1.627,626,False,neupravicen-racun,,"Ej, povej mi: Po klicu na 090 sem dobil zelo visok racun. Kako ukrepam? A se to da uredit?","Pozdravljeni!  

Če ste po klicu na številko 090 prejeli prevelik račun, sledite tem korakom:

1. **Preverite podrobnosti** – pogledajte svoj račun in zapis klicev (datum, čas, trajanje).  
2. **Kontaktirajte operaterja** – zadevo najprej razrešite z operaterjem, ki je izdal račun.  
3. **Prijavite se v AKOS** – če se ne uspe, lahko vložite pritožbo pri AKOS.  
   * **Spletni obrazec**: https://www.akos.si/kljucni-odgovori/odgovori-na-razpolozljive-za-porocila  
   * **E‑mail**: info@akos.si  
   * **Telefon**: 0800 123 456 (brezplačno iz Slovenije)

AKOS bo preučil vaš primer in vam svetoval, kako dalje. Če menite, da gre za goljufijo, prijavite tudi to.  

Če potrebujete dodatne informacije, obiščite www.akos.si."
openai/gpt-oss-safeguard-20b,GOLD2-0213,Neupravičen račun,4.25,5.0,2.5,4.99,5.0,5.0,False,,1.624,704,False,neupravicen-racun,,[Uporabnik je nezadovoljen] Ali imam pravico zahtevati razčlenjen račun z natančnimi postavkami? Prosim za jasen naslednji korak.,"Da, imate pravico zahtevati razčlenjen račun z natančnimi postavkami.  

**Naslednji korak**  
1. Pošljite pisno ali e‑mail zahtevo na naslov **support@akos.si** (ali na kontaktni obrazec na njihovi spletni strani).  
2. V zahtevi navedite svoje podatke (ime, priimek, številko naročila, datum nakupa).  
3. Počakajte na odgovor – običajno je to v roku 7 dni.  

Če ne dobite odgovora ali se zdi, da vaša zahteva ni bila ustrezno obravnavana, se obrnite na **Urad za varstvo potrošnikov** (www.uvp.si) ali na **AKOS** preko njihovega uradnega kanala za pritožbe."
openai/gpt-oss-safeguard-20b,GOLD2-1874,Neupravičen račun,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.3,377,False,neupravicen-racun,,"Na kratko: Menim, da mi je operater preveč zaračunal prenos podatkov. Kako preverim porabo? Odgovori v 2 stavkih.","V aplikaciji AKOS v razdelku „Poraba“ si lahko ogledate trenutno porabo podatkov. Če menite, da je bila napaka, se obrnite na uradno podporo AKOS preko spletne strani ali telefonske številke."
openai/gpt-oss-safeguard-20b,GOLD2-1152,Neupravičen račun,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.318,350,False,neupravicen-racun,,"Spoštovani, prosim za pojasnilo: Operater mi je zaračunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja? Hvala za pomoč.","Operativni strošek, ki ni bil naveden v pogodbi, običajno ni pravilen. Za natančno pojasnilo in preverjanje vaše situacije vas prosim, da se obrnete na uradne kanale AKOS (npr. službo za podporo strankam ali vašega osebnega operaterja)."
openai/gpt-oss-safeguard-20b,GOLD2-1665,Neupravičen račun,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.614,311,False,neupravicen-racun,,"Operater mi je zaračunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja?","Operater ne sme zaračunavati dodatnih administrativnih stroškov, ki niso navedeni v pogodbi. Če se zdi, da je bila napaka, se obrnite na AKOS‑ove uradne kanale za razjasnitev:  

- **E‑mail:** info@akos.si  
- **Telefon:** +386 1 123 4567  
- **Spletna stran:** www.akos.si/obvestila  

Če potrebujete dodatne informacije, vas prosimo, da se obrnete na zgoraj navedene kontaktne točke."
openai/gpt-oss-safeguard-20b,GOLD2-0982,Neupravičen račun,4.5,5.0,3.33,5.0,5.0,5.0,False,,3.384,2364,False,neupravicen-racun,,Po klicu na 090 sem dobil zelo visok racun. Kako ukrepam?,"Če menite, da je račun napačen, sledite tem korakom:

1. **Preverite tarifni plan** – 090 številke so običajno plačljive po tarifah, ki jih najdete v pogodbi ali na spletni strani operaterja.  
2. **Kontaktirajte svojega operaterja** – znotraj 24 h po prejemu računa pokličite ali pišite v podporo strankam, navedite datum, uro in številko klica ter zahtevajte pojasnilo ali popravilo.  
3. **Če ne dobite zadovoljive rešitve, pritožbo vložite pri AKOS** –  
   * splet: <https://www.akos.si>  
   * telefon: 01 400 4000  
   * e‑pošta: info@akos.si  

V pritožbi navedite vse podrobnosti (datum, ura, številko, operaterja, znesek). AKOS bo preučil primer in vam svetoval nadaljnje korake."
openai/gpt-oss-safeguard-20b,GOLD2-0036,Neupravičen račun,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.249,284,False,neupravicen-racun,,"[Novinar] Prosim za uradno pojasnilo: Operater mi je zaračunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja? Odgovor naj bo dejstven in nevtralen.","Ne morem potrditi, ali je ta zaračun veljaven. Za uradno pojasnilo se obrnite na AKOS – na njihovo spletno stran ali na kontaktno številko."
openai/gpt-oss-safeguard-20b,GOLD2-0586,Neupravičen račun,3.63,3.5,1.67,5.0,5.0,5.0,False,,1.315,392,False,neupravicen-racun,,Na kratko: Po testnem obdobju TV storitve mi je operater začel zaračunavati storitev. Je to dovoljeno? Odgovori v 2 stavkih.,"Če ste med testnim obdobjem izjavili, da želite nadaljevati, je zaračunavanje po testnem obdobju zakonito. Če pa niste podali soglasja, to ni dovoljeno in bi morali stopiti v stik z AKOS."
openai/gpt-oss-safeguard-20b,GOLD2-1478,Neupravičen račun,4.0,5.0,1.67,5.0,5.0,5.0,False,,1.427,487,False,neupravicen-racun,,"Operater mi je zaracunal clanarino za Moneto v mesecu, ko storitve nisem uporabljal. Je to pravilno?","Ne morem potrditi pravilnosti zaračunavanja brez dodatnih informacij. Če ste v mesecu, ko ste storitev ne uporabljali, še vedno imeli aktivno naročnino, je članarina običajno zaračunana. Če menite, da je prišlo do napake, se obrnite na uradno podporo AKOS:

- E‑mail: support@akos.si  
- Telefon: +386 1 123 4567 (upoštevajte delovne ure)  
- Spletni kontaktni obrazec na https://akos.si/ponudba/obrazec

Tam vam bodo lahko natančno pojasnili zaračunavanje in po potrebi vrnili preplačilo."
openai/gpt-oss-safeguard-20b,GOLD2-1834,Neupravičen račun,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.452,481,False,neupravicen-racun,,"Na kratko: Menim, da mi je operater preveč zaračunal prenos podatkov. Kako preverim porabo? Odgovori v 2 stavkih.","V aplikaciji AKOS ali na spletni strani v razdelku „Moje naročilo“ lahko v realnem času vidite porabo podatkov. Če menite, da je bila napaka, se obrnite na podporo AKOS preko telefona 0800 123 456 ali e‑pošte info@akos.si."
openai/gpt-oss-safeguard-20b,GOLD2-1332,Neupravičen račun,4.5,5.0,3.33,5.0,5.0,5.0,False,,1.501,529,False,neupravicen-racun,,[Novinar] Prosim za uradno pojasnilo: Po klicu na 090 sem dobil zelo visok račun. Kako ukrepam? Odgovor naj bo dejstven in nevtralen.,"**Uradno pojasnilo**

Če ste po klicu na številko 090 prejeli račun, ki se zdi prevelik, sledite tem korakom:

1. **Preverite izpis stanja** – primerjajte z dejanskimi klicnimi podatki (trajanje, čas, tarifa).  
2. **Kontaktirajte ponudnika** – znotraj 24 h po prejemu računa se obrnite na njegovo službo za podporo strankam in zahtevajte pojasnilo.  
3. **Če se spor ne reši**, lahko vložite pritožbo pri **Agenciji za komunikacijske storitve (AKOS)**.  
   - E‑mail: **pritozbe@akos.si**  
   - Telefon: **+386 1 400 400** (delovni čas 9–17)  
   - Web: [akos.si](https://akos.si)

AKOS bo preučil vaš primer in, če bo ugotovilo napako, bo ukrepal v skladu z zakonodajo."
openai/gpt-oss-safeguard-20b,GOLD2-1994,Neupravičen račun,3.88,4.5,1.67,5.0,5.0,5.0,False,,1.373,409,False,neupravicen-racun,,Na kratko: Ali lahko operater zaračuna strošek ponovnega vklopa po začasnem izklopu zaradi neplačila? Odgovori v 2 stavkih.,"Ne vem, ali lahko operater zaračuna strošek ponovnega vklopa po začasnem izklopu zaradi neplačila. Za točno informacijo se obrnite na uradne kanale AKOS."
openai/gpt-oss-safeguard-20b,GOLD2-0592,Neupravičen račun,3.5,5.0,0.0,4.99,5.0,5.0,False,,1.319,404,False,neupravicen-racun,,"Spoštovani, prosim za pojasnilo: Menim, da mi je operater preveč zaračunal prenos podatkov. Kako preverim porabo? Hvala za pomoč.","Za preverjanje porabe podatkov v AKOS:

1. **AKOS portal** – prijavite se na https://akos.si/ z vašim uporabniškim imenom in geslom. V meniju izberite **„Poraba podatkov“** ali **„Moj račun“** in si ogledajte porabo po mesecu.  
2. **Mobilna aplikacija** – v aplikaciji AKOS (Android/iOS) pojdite na **„Poraba“** → **„Podatkovna poraba“**.  
3. **SMS ali USSD** – pošljite SMS *123* (ali uporabite USSD kodo, ki je navedena v vašem pogodbenem dokumentu) za trenutni izpis porabe.

Če po preverjanju ugotovite, da je zaračunana večja količina, kot ste porabili, se obrnite na:

- **Spletni kontakt**: https://akos.si/kontakt  
- **Telefon**: 0800 123 456 (brezplačno znotraj Slovenije)  
- **E‑mail**: podpora@akos.si

Če potrebujete dodatno pomoč, vas prosim, da se obrnete na zgoraj navedene uradne kanale."
